applicant_id,issue_date,year,month,region,region_unemp,gender,race,age_group,education,employment_status,annual_income,credit_score,loan_amount,debt_to_income,interest_rate,default
201909_30,2019-09-18,2019,9,NE,0.06317325357406338,male,black,30-44,master,employed,89635.74,676,27645.72,0.343,0.01,0
201909_31,2019-09-10,2019,9,MW,0.05578743682969808,female,asian,18-29,bachelor,employed,94866.54,667,31975.82,0.304,0.0487,0
201909_32,2019-09-24,2019,9,NE,0.0631924913362191,female,white,45-59,highschool,employed,52821.02,702,12445.53,0.247,0.01,0
201909_33,2019-09-24,2019,9,W,0.059378376501318816,male,asian,45-59,bachelor,employed,104175.66,721,32549.73,0.079,0.02,0
201909_34,2019-09-05,2019,9,NE,0.06429260707532275,female,hispanic,18-29,highschool,employed,43606.81,642,11541.29,0.218,0.01,0
201909_35,2019-09-22,2019,9,MW,0.05464291001295501,female,black,45-59,highschool,employed,37066.03,555,8771.28,0.218,0.01,0
201909_36,2019-09-02,2019,9,S,0.06056884398102032,female,hispanic,45-59,bachelor,employed,74612.29,685,20140.61,0.169,0.01,0
201909_37,2019-09-21,2019,9,NE,0.0570073504552089,female,white,18-29,bachelor,self-employed,70459.28,653,18702.38,0.186,0.01,0
201909_38,2019-09-24,2019,9,NE,0.05577438363094536,male,white,30-44,other,employed,55104.81,637,15815.58,0.114,0.01,0
201909_39,2019-09-10,2019,9,MW,0.051091128910287664,female,white,30-44,bachelor,unemployed,10563.36,617,1000.0,0.201,0.01,0
201909_40,2019-09-14,2019,9,W,0.06056841092622701,male,asian,30-44,highschool,employed,56924.54,703,15548.44,0.176,0.01,1
201909_41,2019-09-14,2019,9,S,0.06268775765699572,male,white,45-59,highschool,employed,30136.81,657,5927.36,0.17,0.01,0
201909_42,2019-09-23,2019,9,S,0.06388367144485707,female,white,18-29,highschool,employed,45853.38,657,19657.98,0.214,0.01,1
201909_43,2019-09-15,2019,9,MW,0.043198866851242815,male,black,30-44,other,employed,30379.26,622,5285.8,0.225,0.01,0
201909_44,2019-09-25,2019,9,W,0.05724642793253427,male,black,60+,master,employed,87772.08,719,20243.2,0.089,0.01,0
201909_45,2019-09-12,2019,9,S,0.06405825561786865,male,white,45-59,bachelor,employed,63520.2,652,14446.8,0.262,0.01,0
201909_46,2019-09-09,2019,9,MW,0.053938978075046044,male,black,30-44,other,employed,56136.35,710,13859.48,0.12,0.01,1
201909_47,2019-09-24,2019,9,S,0.05406367677637481,female,white,45-59,highschool,employed,48869.35,654,15604.12,0.24,0.01,0
201909_48,2019-09-02,2019,9,MW,0.050436864091086546,female,white,45-59,bachelor,self-employed,64467.07,701,13899.57,0.029,0.01,0
201909_49,2019-09-15,2019,9,MW,0.04524534324550908,male,white,30-44,highschool,employed,40675.53,615,13530.49,0.209,0.01,0
201909_50,2019-09-20,2019,9,S,0.05981694167441602,female,white,30-44,master,employed,84943.07,668,18093.74,0.175,0.01,0
201909_51,2019-09-16,2019,9,NE,0.05721371769072282,female,white,18-29,highschool,employed,59394.81,726,19228.05,0.318,0.01,1
201909_52,2019-09-20,2019,9,S,0.06339064857082043,male,asian,30-44,other,self-employed,28176.16,695,12507.47,0.165,0.01,0
201909_53,2019-09-08,2019,9,S,0.06143408946952867,male,white,45-59,bachelor,employed,77181.58,714,14539.02,0.236,0.01,1
201909_54,2019-09-18,2019,9,S,0.06156149041475399,female,white,45-59,other,employed,51015.31,657,11830.14,0.204,0.01,0
201909_55,2019-09-10,2019,9,MW,0.051657408910523984,male,black,60+,bachelor,employed,61251.16,690,19379.22,0.134,0.01,0
201909_56,2019-09-09,2019,9,MW,0.04675659811728129,female,hispanic,18-29,bachelor,employed,74844.11,727,16408.97,0.203,0.01,0
201909_57,2019-09-12,2019,9,S,0.05970274693462464,male,white,18-29,bachelor,employed,59434.79,706,17698.56,0.238,0.01,0
201909_58,2019-09-18,2019,9,W,0.05986754036909791,female,asian,60+,master,employed,99668.54,683,22776.86,0.269,0.01,1
201909_59,2019-09-20,2019,9,MW,0.059360060795476705,female,black,30-44,bachelor,employed,63251.54,706,19316.92,0.232,0.01,0
201909_60,2019-09-03,2019,9,NE,0.05750827514813311,male,white,30-44,master,self-employed,72214.94,657,20157.58,0.153,0.01,0
201909_61,2019-09-10,2019,9,NE,0.0603205213383855,female,white,30-44,phd,employed,111182.44,642,32438.23,0.203,0.0621,1
201909_62,2019-09-08,2019,9,S,0.06117380211896076,male,white,30-44,highschool,unemployed,8000.0,609,3989.72,0.104,0.01,0
201909_63,2019-09-01,2019,9,MW,0.050019857677125135,female,white,30-44,other,employed,43283.82,641,15162.14,0.153,0.01,0
201909_64,2019-09-23,2019,9,MW,0.049775779259494016,male,white,30-44,highschool,employed,44286.22,664,13101.98,0.2,0.01,0
201909_65,2019-09-07,2019,9,S,0.07394740054182795,female,white,18-29,master,employed,74121.26,687,20350.19,0.167,0.01,0
201909_66,2019-09-09,2019,9,S,0.05817128702983359,male,black,30-44,highschool,employed,59358.81,619,23681.78,0.174,0.01,0
201909_67,2019-09-13,2019,9,MW,0.05602579220762645,male,white,18-29,master,employed,99445.02,644,24219.55,0.351,0.01,1
201909_68,2019-09-26,2019,9,S,0.05693710403682967,male,white,45-59,other,employed,43619.3,654,11690.47,0.142,0.01,0
201909_69,2019-09-24,2019,9,W,0.06727703444143823,female,white,60+,highschool,employed,62651.55,586,14593.42,0.272,0.01,0
201909_70,2019-09-22,2019,9,MW,0.05781332382537628,male,asian,18-29,highschool,employed,52489.54,686,12656.41,0.187,0.01,0
201909_71,2019-09-16,2019,9,S,0.06409953769205208,male,white,30-44,bachelor,employed,84043.3,664,20866.69,0.068,0.01,0
201909_72,2019-09-22,2019,9,MW,0.061407723544078335,male,black,30-44,bachelor,employed,83747.29,615,22646.19,0.238,0.01,1
201909_73,2019-09-06,2019,9,NE,0.05916749711504278,female,white,30-44,highschool,employed,58624.33,653,14799.19,0.073,0.01,0
201909_74,2019-09-21,2019,9,NE,0.062043954167391065,female,hispanic,45-59,bachelor,employed,49981.29,665,15939.44,0.207,0.01,0
201909_75,2019-09-14,2019,9,S,0.0690904474742427,female,white,18-29,master,employed,86758.56,692,21830.56,0.197,0.01,1
201909_76,2019-09-01,2019,9,NE,0.05721182561535039,male,white,30-44,master,employed,97868.34,732,28116.61,0.297,0.01,1
201909_77,2019-09-02,2019,9,W,0.05597366858721428,male,hispanic,60+,bachelor,employed,74835.72,677,22927.66,0.254,0.01,0
201909_78,2019-09-27,2019,9,S,0.06358854936673992,female,asian,45-59,highschool,employed,62682.14,666,16220.23,0.239,0.01,0
201909_79,2019-09-12,2019,9,MW,0.04782704195130281,male,white,30-44,highschool,employed,42122.96,639,4720.42,0.208,0.01,0
201909_80,2019-09-06,2019,9,S,0.0613081528422598,male,white,18-29,master,employed,82939.18,651,23515.64,0.282,0.01,1
201909_81,2019-09-02,2019,9,NE,0.0556297159870121,male,black,30-44,highschool,employed,45281.85,634,13765.86,0.284,0.01,0
201909_82,2019-09-05,2019,9,NE,0.06256567488393892,male,other,30-44,bachelor,employed,68203.25,704,15383.39,0.114,0.01,0
201909_83,2019-09-10,2019,9,S,0.05728739387126858,female,asian,18-29,bachelor,unemployed,28140.0,618,3885.11,0.168,0.01,0
201909_84,2019-09-17,2019,9,NE,0.061921308628761454,male,white,30-44,highschool,employed,41594.67,737,10203.99,0.208,0.01,0
201909_85,2019-09-17,2019,9,NE,0.05984849415667781,female,asian,45-59,bachelor,employed,90811.43,643,22540.31,0.205,0.01,1
201909_86,2019-09-06,2019,9,S,0.055667751518118466,female,white,30-44,highschool,employed,55677.86,696,14876.89,0.315,0.01,0
201909_87,2019-09-01,2019,9,MW,0.05646495583153596,male,white,18-29,highschool,employed,55988.36,711,14686.85,0.302,0.01,0
201909_88,2019-09-20,2019,9,MW,0.05626392192716636,female,white,60+,highschool,unemployed,15568.83,580,4534.35,0.126,0.01,0
201909_89,2019-09-18,2019,9,S,0.060419907163978104,male,white,18-29,highschool,employed,57651.58,697,6123.79,0.236,0.01,0
201909_90,2019-09-09,2019,9,S,0.06277893967028124,female,white,30-44,bachelor,employed,51990.37,640,17848.48,0.209,0.01,0
201909_91,2019-09-17,2019,9,W,0.05135250372671787,male,white,45-59,master,employed,104221.75,632,22661.66,0.072,0.01,1
201909_92,2019-09-19,2019,9,NE,0.06655426388156031,female,other,30-44,highschool,employed,79069.28,610,18584.4,0.176,0.01,0
201909_93,2019-09-23,2019,9,NE,0.05738535415326773,female,hispanic,30-44,bachelor,employed,83815.07,695,16897.38,0.15,0.01,0
201909_94,2019-09-17,2019,9,S,0.06299287667603079,female,white,30-44,bachelor,employed,72564.96,709,28079.82,0.146,0.01,1
201909_95,2019-09-13,2019,9,W,0.05694991579802078,female,white,30-44,bachelor,employed,88378.75,669,24121.34,0.109,0.01,0
201909_96,2019-09-01,2019,9,S,0.0656464228708515,male,white,30-44,highschool,employed,47826.26,711,11780.29,0.183,0.01,0
201909_97,2019-09-13,2019,9,S,0.06507340182344272,male,black,18-29,highschool,employed,39186.63,579,5761.94,0.387,0.01,0
201909_98,2019-09-06,2019,9,MW,0.0534834347186293,male,white,45-59,highschool,unemployed,22687.39,643,8342.12,0.1,0.01,0
201909_99,2019-09-12,2019,9,S,0.061340790539248874,female,white,30-44,highschool,employed,50852.61,674,12777.53,0.145,0.01,0
201910_0,2019-10-01,2019,10,S,0.07412745048089849,male,white,30-44,other,self-employed,43833.01,684,6257.94,0.139,0.01,0
201910_1,2019-10-10,2019,10,MW,0.0603811163408502,male,white,30-44,bachelor,employed,72898.6,707,26606.35,0.244,0.01,0
201910_2,2019-10-05,2019,10,W,0.053783061248425273,male,hispanic,18-29,highschool,employed,46813.2,617,7872.83,0.173,0.01,0
201910_3,2019-10-27,2019,10,MW,0.05452266432795977,female,white,18-29,highschool,employed,36969.63,622,12042.96,0.306,0.01,0
201910_4,2019-10-24,2019,10,NE,0.06261456099553799,male,white,30-44,bachelor,employed,85422.97,702,29449.07,0.262,0.01,0
201910_5,2019-10-11,2019,10,MW,0.05085507508726885,female,asian,60+,bachelor,employed,78699.44,653,20898.57,0.186,0.01,0
201910_6,2019-10-07,2019,10,MW,0.047342035553435136,female,black,30-44,highschool,employed,33643.86,677,4431.02,0.097,0.01,0
201910_7,2019-10-12,2019,10,MW,0.058421742490281925,female,other,45-59,bachelor,self-employed,55663.32,625,7614.58,0.256,0.01,0
201910_8,2019-10-07,2019,10,MW,0.055548805414296076,female,other,60+,bachelor,self-employed,59840.43,644,17291.46,0.149,0.01,0
201910_9,2019-10-21,2019,10,W,0.05759432401695124,female,white,18-29,master,employed,100507.1,703,21510.93,0.269,0.01,0
201910_10,2019-10-09,2019,10,MW,0.05853433122454833,female,asian,45-59,bachelor,employed,82111.52,655,21337.03,0.248,0.01,1
201910_11,2019-10-05,2019,10,MW,0.04727357936579679,male,white,30-44,other,employed,53658.37,638,9953.23,0.143,0.01,0
201910_12,2019-10-01,2019,10,S,0.06184144245153047,female,white,18-29,bachelor,employed,76974.96,649,17637.97,0.4,0.01,0
201910_13,2019-10-21,2019,10,MW,0.06619093770331913,male,white,18-29,highschool,employed,45635.78,672,9931.32,0.247,0.01,0
201910_14,2019-10-27,2019,10,NE,0.06083825043445809,female,black,18-29,bachelor,employed,68215.34,688,16808.9,0.203,0.01,1
201910_15,2019-10-14,2019,10,W,0.05914006694958002,female,white,45-59,master,employed,99493.63,702,22711.81,0.27,0.01,1
201910_16,2019-10-19,2019,10,NE,0.05852921212595816,male,white,30-44,highschool,employed,64234.79,633,17997.82,0.309,0.01,0
201910_17,2019-10-03,2019,10,S,0.053794362832686626,male,white,30-44,bachelor,employed,65175.96,705,21083.27,0.055,0.01,0
201910_18,2019-10-05,2019,10,W,0.051910022039986355,male,asian,45-59,highschool,employed,62339.68,665,14944.03,0.103,0.01,0
201910_19,2019-10-01,2019,10,MW,0.0575672690283665,male,white,18-29,other,employed,43842.1,684,12803.95,0.196,0.01,0
201910_20,2019-10-24,2019,10,NE,0.05529086627445136,female,asian,45-59,bachelor,employed,91098.13,625,19833.59,0.348,0.01,1
201910_21,2019-10-25,2019,10,MW,0.05215034274215288,male,hispanic,60+,highschool,employed,50224.84,686,7086.29,0.156,0.01,0
201910_22,2019-10-10,2019,10,MW,0.054456972340799555,male,white,30-44,highschool,employed,61750.6,643,17844.39,0.307,0.01,1
201910_23,2019-10-20,2019,10,W,0.05111553100009921,female,asian,30-44,master,employed,127639.33,683,36228.37,0.215,0.0788,1
201910_24,2019-10-17,2019,10,NE,0.051587775380418574,male,white,18-29,master,employed,97682.4,698,17566.13,0.148,0.01,0
201910_25,2019-10-02,2019,10,S,0.06293714131200345,male,asian,30-44,bachelor,employed,74844.41,591,19145.81,0.262,0.01,0
201910_26,2019-10-23,2019,10,W,0.054146086520224505,male,white,30-44,highschool,self-employed,47329.95,661,14361.43,0.222,0.01,0
201910_27,2019-10-17,2019,10,S,0.06413903698048927,male,hispanic,45-59,bachelor,employed,70731.9,646,19640.36,0.14,0.01,0
201910_28,2019-10-19,2019,10,S,0.055840962223833675,male,other,45-59,master,employed,83128.17,726,19221.67,0.154,0.01,1
201910_29,2019-10-07,2019,10,W,0.05332641912378511,female,white,18-29,bachelor,employed,104116.97,687,27019.55,0.177,0.01,0
201910_30,2019-10-20,2019,10,S,0.06644465963180153,male,white,30-44,master,employed,83864.48,642,25471.66,0.156,0.01,0
201910_31,2019-10-13,2019,10,W,0.07072902886441629,male,black,45-59,master,unemployed,38548.94,621,6997.9,0.246,0.01,0
201910_32,2019-10-14,2019,10,NE,0.05859655694224087,female,white,30-44,highschool,employed,67401.9,573,23869.93,0.137,0.0313,0
201910_33,2019-10-12,2019,10,S,0.06635421174211913,male,other,30-44,highschool,unemployed,30217.43,725,2802.68,0.206,0.01,0
201910_34,2019-10-13,2019,10,NE,0.06043792557870415,male,asian,45-59,bachelor,employed,83191.66,579,25189.02,0.222,0.01,1
201910_35,2019-10-15,2019,10,W,0.05746729345457159,male,hispanic,60+,highschool,employed,48736.9,625,13200.21,0.186,0.01,0
201910_36,2019-10-26,2019,10,S,0.06641014316386942,male,asian,18-29,master,employed,94354.07,708,22329.42,0.137,0.01,0
201910_37,2019-10-04,2019,10,S,0.05820572041038715,male,white,18-29,highschool,employed,60535.79,707,8566.68,0.303,0.01,0
201910_38,2019-10-01,2019,10,MW,0.051214169350056335,female,hispanic,45-59,bachelor,employed,59073.21,713,20329.08,0.118,0.01,0
201910_39,2019-10-24,2019,10,MW,0.054249483070886194,female,white,18-29,highschool,self-employed,38126.7,641,6595.33,0.21,0.01,0
201910_40,2019-10-04,2019,10,NE,0.05316813717454873,female,white,45-59,highschool,employed,59038.1,672,15439.6,0.168,0.01,0
201910_41,2019-10-25,2019,10,MW,0.05516664048945436,female,white,30-44,highschool,employed,34622.43,632,11339.73,0.198,0.01,0
201910_42,2019-10-12,2019,10,MW,0.043417803520282405,female,white,18-29,highschool,employed,55581.72,598,24212.38,0.257,0.01,0
201910_43,2019-10-21,2019,10,S,0.06706088229578537,female,white,30-44,highschool,employed,34387.82,606,7974.25,0.248,0.01,0
201910_44,2019-10-06,2019,10,S,0.062247950056748165,male,black,18-29,bachelor,employed,51853.17,586,13967.5,0.228,0.01,0
201910_45,2019-10-22,2019,10,S,0.06647055412409855,female,black,18-29,highschool,employed,50550.24,656,15093.83,0.165,0.01,0
201910_46,2019-10-25,2019,10,S,0.06798456240046517,male,white,30-44,highschool,self-employed,36462.41,631,10381.28,0.276,0.01,0
201910_47,2019-10-03,2019,10,W,0.06304853494967048,male,other,18-29,bachelor,unemployed,24650.43,631,3917.53,0.222,0.01,1
201910_48,2019-10-06,2019,10,NE,0.05934342165672119,male,black,18-29,master,self-employed,85953.27,697,28229.57,0.237,0.01,1
201910_49,2019-10-16,2019,10,S,0.05433379131902516,female,white,18-29,master,employed,73112.22,680,17234.31,0.18,0.01,0
201910_50,2019-10-12,2019,10,NE,0.049193307039172206,female,white,30-44,phd,employed,125231.08,721,33980.27,0.139,0.0489,0
201910_51,2019-10-13,2019,10,S,0.05667661326438652,female,white,60+,other,employed,48668.49,713,12099.56,0.291,0.01,0
201910_52,2019-10-09,2019,10,S,0.06660121929974924,male,white,18-29,highschool,employed,31601.3,613,6276.94,0.154,0.01,0
201910_53,2019-10-24,2019,10,S,0.05595681467998789,male,white,30-44,bachelor,employed,56122.97,587,19023.71,0.114,0.01,0
201910_54,2019-10-23,2019,10,S,0.06182894894631077,male,white,30-44,highschool,employed,61957.92,636,17341.27,0.168,0.01,0
201910_55,2019-10-04,2019,10,NE,0.055889017590849445,male,white,18-29,other,employed,36439.31,636,1172.41,0.272,0.01,0
201910_56,2019-10-05,2019,10,NE,0.05980429297989491,male,other,18-29,highschool,self-employed,42209.78,661,12543.44,0.182,0.01,0
201910_57,2019-10-23,2019,10,S,0.06657621366227265,female,white,18-29,highschool,employed,25641.64,663,4702.05,0.14,0.01,0
201910_58,2019-10-27,2019,10,S,0.06347458756118021,male,white,45-59,other,employed,34341.82,605,3030.11,0.115,0.01,0
201910_59,2019-10-22,2019,10,NE,0.062008779868753826,female,asian,60+,master,employed,118399.17,652,34225.96,0.161,0.0834,1
201910_60,2019-10-11,2019,10,NE,0.05249680327576793,male,white,30-44,highschool,employed,61685.69,704,13167.2,0.13,0.01,0
201910_61,2019-10-05,2019,10,S,0.06810400983207802,female,black,18-29,highschool,employed,46933.75,655,13582.89,0.406,0.01,0
201910_62,2019-10-25,2019,10,W,0.05665718636989056,female,black,30-44,master,employed,84321.52,685,25559.66,0.339,0.01,0
201910_63,2019-10-12,2019,10,S,0.0667981087689998,male,white,60+,highschool,employed,35049.39,652,8592.48,0.272,0.01,0
201910_64,2019-10-05,2019,10,NE,0.05541405603898739,female,white,18-29,master,employed,101385.0,691,27151.08,0.276,0.01,1
201910_65,2019-10-22,2019,10,MW,0.04274615175029579,male,white,30-44,other,employed,39684.43,637,7997.91,0.226,0.01,0
201910_66,2019-10-26,2019,10,S,0.06632804638401592,male,hispanic,18-29,highschool,employed,25937.98,608,11700.19,0.343,0.01,0
201910_67,2019-10-14,2019,10,S,0.062282859655055124,female,asian,18-29,highschool,employed,51758.89,632,13012.74,0.259,0.01,0
201910_68,2019-10-27,2019,10,NE,0.0640091677544227,female,hispanic,30-44,highschool,employed,60390.64,726,18047.56,0.142,0.01,0
201910_69,2019-10-23,2019,10,MW,0.05510930352940992,female,hispanic,60+,highschool,employed,55013.32,711,20574.91,0.339,0.01,0
201910_70,2019-10-02,2019,10,S,0.0777595690176125,female,white,45-59,bachelor,employed,78275.15,697,12962.83,0.241,0.01,0
201910_71,2019-10-05,2019,10,MW,0.05935442466925277,female,black,18-29,master,employed,77242.89,666,17369.98,0.352,0.01,0
201910_72,2019-10-22,2019,10,MW,0.05175727220072477,female,hispanic,18-29,bachelor,employed,54278.74,667,13678.56,0.377,0.01,0
201910_73,2019-10-15,2019,10,W,0.04807560044105255,female,asian,30-44,bachelor,employed,96096.13,623,25334.49,0.076,0.01,0
201910_74,2019-10-03,2019,10,W,0.05164298053210994,male,white,18-29,highschool,employed,55710.98,688,17189.29,0.19,0.01,0
201910_75,2019-10-20,2019,10,S,0.058312005174439095,male,white,30-44,highschool,employed,43228.92,638,16490.47,0.186,0.01,0
201910_76,2019-10-14,2019,10,NE,0.055394896915338075,male,white,45-59,bachelor,employed,82917.67,667,18547.78,0.235,0.01,0
201910_77,2019-10-18,2019,10,NE,0.05737333062869501,male,white,30-44,master,employed,101818.31,689,25447.74,0.264,0.01,0
201910_78,2019-10-07,2019,10,MW,0.05458883721480834,female,white,45-59,bachelor,employed,63552.52,651,21175.26,0.196,0.01,0
201910_79,2019-10-02,2019,10,NE,0.06487067136490302,male,white,45-59,other,self-employed,37246.86,672,11463.78,0.291,0.01,0
201910_80,2019-10-14,2019,10,NE,0.05364599874592437,male,white,30-44,highschool,employed,40572.54,701,4140.67,0.243,0.01,0
201910_81,2019-10-11,2019,10,MW,0.04605745507227023,female,hispanic,45-59,master,employed,83241.42,702,14476.99,0.242,0.01,0
201910_82,2019-10-12,2019,10,S,0.0671549664830637,female,white,18-29,highschool,employed,54871.73,655,12561.86,0.231,0.01,0
201910_83,2019-10-02,2019,10,S,0.06966135930443422,female,white,18-29,master,employed,78586.47,637,22654.64,0.272,0.01,0
201910_84,2019-10-14,2019,10,MW,0.05054766782810502,male,asian,45-59,other,employed,38854.28,646,12646.91,0.222,0.01,0
201910_85,2019-10-21,2019,10,NE,0.06320563531333925,female,asian,18-29,master,employed,115671.46,690,26145.23,0.318,0.01,0
201910_86,2019-10-05,2019,10,S,0.06685132930632472,male,black,18-29,bachelor,employed,71758.47,685,21393.95,0.158,0.01,0
201910_87,2019-10-06,2019,10,NE,0.04945810168678922,female,black,30-44,bachelor,employed,83866.84,639,22774.44,0.249,0.01,0
201910_88,2019-10-02,2019,10,NE,0.05481675819918437,male,asian,45-59,bachelor,employed,101641.12,645,21884.96,0.085,0.01,1
201910_89,2019-10-14,2019,10,MW,0.050616224208737015,male,hispanic,60+,bachelor,employed,63081.32,662,14164.59,0.13,0.01,0
201910_90,2019-10-15,2019,10,S,0.07294301592112126,male,hispanic,30-44,master,employed,67842.76,696,9982.25,0.243,0.01,0
201910_91,2019-10-09,2019,10,S,0.06554303053013182,female,black,60+,master,employed,76806.93,674,15237.98,0.131,0.01,0
201910_92,2019-10-18,2019,10,S,0.06048299942563439,female,white,45-59,highschool,employed,45093.78,681,4538.43,0.202,0.01,0
201910_93,2019-10-17,2019,10,MW,0.04951428734948622,male,white,18-29,highschool,employed,45908.13,603,6090.02,0.186,0.01,0
201910_94,2019-10-20,2019,10,S,0.05515038622812739,male,asian,30-44,bachelor,employed,94280.87,689,31087.49,0.242,0.0152,0
201910_95,2019-10-02,2019,10,NE,0.06333067649292802,female,white,30-44,bachelor,employed,90104.47,625,21725.83,0.203,0.01,0
201910_96,2019-10-23,2019,10,MW,0.05497812762685743,male,hispanic,18-29,highschool,employed,50278.78,738,6273.92,0.248,0.01,0
201910_97,2019-10-04,2019,10,S,0.06609723116893913,male,white,30-44,highschool,employed,44835.43,694,13683.8,0.277,0.01,0
201910_98,2019-10-16,2019,10,S,0.05657211439428712,male,hispanic,45-59,bachelor,employed,60725.7,664,17141.01,0.229,0.01,0
201910_99,2019-10-02,2019,10,NE,0.06167897940100161,male,white,30-44,bachelor,employed,60809.13,599,16773.93,0.235,0.01,0
201911_0,2019-11-06,2019,11,S,0.06509459654453403,female,white,18-29,other,self-employed,48437.82,672,20804.77,0.322,0.01,0
201911_1,2019-11-26,2019,11,W,0.05627886180059882,male,white,30-44,bachelor,employed,89365.3,677,13029.11,0.233,0.01,0
201911_2,2019-11-24,2019,11,NE,0.061898098591707314,male,white,60+,bachelor,employed,67534.52,667,16418.54,0.257,0.01,0
201911_3,2019-11-27,2019,11,MW,0.0515352021318243,male,black,30-44,bachelor,employed,42844.83,641,13664.27,0.272,0.01,0
201911_4,2019-11-11,2019,11,W,0.0607405766842621,male,white,18-29,master,employed,93495.8,677,19673.4,0.315,0.01,0
201911_5,2019-11-10,2019,11,S,0.05381547672106722,female,white,45-59,other,employed,55773.1,610,15843.97,0.194,0.01,1
201911_6,2019-11-12,2019,11,MW,0.05100302936864683,female,white,45-59,bachelor,employed,91235.81,686,20621.73,0.243,0.01,0
201911_7,2019-11-10,2019,11,S,0.06512354440314544,male,white,30-44,bachelor,employed,49327.52,651,14068.84,0.181,0.01,0
201911_8,2019-11-18,2019,11,S,0.0622408906639257,male,white,30-44,highschool,self-employed,52192.83,727,13192.39,0.207,0.01,0
201911_9,2019-11-05,2019,11,S,0.05445155329436698,female,asian,30-44,master,employed,88183.1,670,22160.61,0.168,0.01,1
201911_10,2019-11-12,2019,11,S,0.05703693002274314,male,white,18-29,highschool,employed,40220.33,650,16807.52,0.152,0.01,0
201911_11,2019-11-18,2019,11,S,0.05877687980389026,male,white,60+,bachelor,employed,78930.11,609,24576.51,0.241,0.01,0
201911_12,2019-11-15,2019,11,W,0.05086235217862445,male,white,30-44,master,self-employed,95889.23,642,22360.37,0.149,0.01,0
201911_13,2019-11-19,2019,11,MW,0.05306825194075173,female,white,45-59,highschool,employed,58356.79,678,17945.42,0.242,0.01,0
201911_14,2019-11-07,2019,11,W,0.05028175655501166,female,white,45-59,bachelor,employed,75499.67,737,20337.29,0.261,0.01,0
201911_15,2019-11-01,2019,11,MW,0.05813852522471495,female,white,30-44,bachelor,unemployed,31523.85,651,5379.1,0.187,0.01,0
201911_16,2019-11-04,2019,11,S,0.05926837664964311,male,asian,18-29,highschool,employed,48788.0,640,11563.55,0.332,0.01,1
201911_17,2019-11-23,2019,11,MW,0.04784180768338639,female,white,30-44,phd,unemployed,29227.52,588,11653.29,0.173,0.01,0
201911_18,2019-11-05,2019,11,S,0.0679641238458239,female,white,18-29,bachelor,employed,72148.99,667,15137.33,0.223,0.01,1
201911_19,2019-11-12,2019,11,MW,0.05247934267580268,male,white,30-44,master,employed,85085.66,725,20538.25,0.174,0.01,0
201911_20,2019-11-16,2019,11,MW,0.04832123441539,male,white,60+,master,employed,108969.06,667,31568.42,0.171,0.0404,1
201911_21,2019-11-05,2019,11,NE,0.06071766977755139,female,black,30-44,other,employed,31910.93,613,12710.23,0.18,0.01,0
201911_22,2019-11-16,2019,11,NE,0.05347933974090298,female,white,30-44,other,employed,55193.3,616,15252.27,0.187,0.01,0
201911_23,2019-11-03,2019,11,MW,0.05525021004969146,male,black,30-44,master,employed,69661.85,699,15271.69,0.378,0.01,0
201911_24,2019-11-08,2019,11,S,0.061014666384935586,male,white,18-29,bachelor,employed,74720.59,664,21482.95,0.187,0.01,1
201911_25,2019-11-19,2019,11,NE,0.04823067072073589,male,white,45-59,highschool,employed,53984.69,639,7379.37,0.289,0.01,0
201911_26,2019-11-23,2019,11,NE,0.055574375337825895,male,asian,30-44,bachelor,self-employed,86794.0,693,18151.46,0.192,0.01,0
201911_27,2019-11-17,2019,11,NE,0.06903803259582954,female,white,60+,bachelor,self-employed,60227.93,631,21191.98,0.166,0.01,0
201911_28,2019-11-11,2019,11,NE,0.06668352797218566,male,white,30-44,highschool,employed,52685.63,609,18996.77,0.245,0.01,0
201911_29,2019-11-14,2019,11,NE,0.06196906989811188,male,white,18-29,highschool,employed,49228.44,659,10042.8,0.289,0.01,0
201911_30,2019-11-03,2019,11,NE,0.06649414358989268,male,black,18-29,bachelor,employed,56879.19,641,9683.23,0.2,0.01,1
201911_31,2019-11-17,2019,11,W,0.0562290809403417,female,black,45-59,highschool,employed,42150.38,643,6126.37,0.311,0.01,0
201911_32,2019-11-04,2019,11,S,0.0654642037018135,female,white,30-44,highschool,employed,42745.9,698,8748.71,0.128,0.01,0
201911_33,2019-11-19,2019,11,W,0.055676059164313126,female,black,30-44,highschool,employed,46706.05,665,13127.0,0.222,0.01,0
201911_34,2019-11-12,2019,11,W,0.05160655321124272,male,white,45-59,highschool,employed,50288.95,609,9925.63,0.141,0.01,0
201911_35,2019-11-09,2019,11,MW,0.0481348844935016,female,other,45-59,bachelor,employed,56262.33,651,13388.79,0.143,0.01,0
201911_36,2019-11-02,2019,11,MW,0.056521343882990946,female,white,60+,bachelor,employed,78491.57,650,19034.4,0.262,0.01,0
201911_37,2019-11-27,2019,11,S,0.055414330711950475,male,other,45-59,highschool,employed,42771.33,634,14603.62,0.187,0.01,0
201911_38,2019-11-05,2019,11,W,0.05339731436154594,male,asian,18-29,highschool,employed,57165.85,611,11627.74,0.299,0.01,1
201911_39,2019-11-10,2019,11,S,0.06732516923093826,male,other,18-29,bachelor,employed,62118.39,644,16059.86,0.199,0.01,1
201911_40,2019-11-03,2019,11,S,0.07175796314219202,male,white,30-44,bachelor,employed,67379.03,632,26223.55,0.081,0.01,0
